,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12770,0.65,0.27,0.44,0.65,0.28,0.53,0.48,0.37,0.62,0.59,0.68,0.69,0.61,0.58,0.72,0.34,0.74,0.56,0.63,0.26,0.59,0.6,0.5,0.36,0.35,0.61,0.65,0.62,0.07,0.11,0.11,0.13,0.09
12771,0.39,0.39,0.45,0.65,0.26,0.54,0.38,0.55,0.55,0.68,0.69,0.67,0.71,0.65,0.75,0.52,0.55,0.88,0.58,0.5,0.65,0.51,0.64,0.64,0.39,0.62,0.56,0.51,0.06,0.09,0.11,0.07,0.09
12772,0.37,0.34,0.57,0.64,0.33,0.63,0.31,0.32,0.63,0.62,0.7,0.64,0.65,0.54,0.78,0.43,0.7,0.65,0.64,0.3,0.72,0.64,0.33,0.44,0.39,0.56,0.63,0.7,0.1,0.14,0.12,0.13,0.1
12773,0.58,0.32,0.58,0.65,0.27,0.52,0.42,0.35,0.48,0.6,0.65,0.65,0.68,0.6,0.73,0.48,0.6,0.5,0.67,0.31,0.58,0.65,0.48,0.34,0.44,0.62,0.67,0.63,0.1,0.12,0.09,0.12,0.1
12774,0.52,0.26,0.66,0.63,0.29,0.54,0.29,0.38,0.37,0.58,0.69,0.7,0.63,0.61,0.68,0.68,0.76,0.65,0.64,0.41,0.67,0.58,0.38,0.49,0.54,0.55,0.67,0.62,0.14,0.13,0.13,0.13,0.11
12775,0.4,0.3,0.61,0.6,0.39,0.53,0.3,0.4,0.58,0.62,0.52,0.57,0.65,0.61,0.58,0.56,0.57,0.76,0.71,0.5,0.61,0.66,0.36,0.51,0.43,0.57,0.62,0.57,0.07,0.06,0.06,0.11,0.07
12776,0.52,0.63,0.72,0.67,0.44,0.62,0.35,0.35,0.63,0.66,0.54,0.54,0.38,0.58,0.63,0.55,0.59,0.77,0.9,0.35,0.68,0.52,0.67,0.57,0.39,0.58,0.57,0.53,0.13,0.14,0.06,0.1,0.08
12777,0.56,0.6,0.38,0.7,0.39,0.63,0.55,0.44,0.66,0.63,0.72,0.71,0.68,0.53,0.63,0.58,0.63,0.63,0.69,0.54,0.46,0.29,0.45,0.6,0.6,0.55,0.36,0.49,0.14,0.11,0.14,0.15,0.14
12778,0.63,0.53,0.48,0.66,0.57,0.66,0.66,0.66,0.62,0.67,0.68,0.65,0.65,0.51,0.65,0.65,0.62,0.71,0.61,0.59,0.5,0.4,0.6,0.61,0.6,0.63,0.48,0.47,0.08,0.1,0.14,0.11,0.09
12779,0.13,0.08,0.11,0.31,0.06,0.17,0.12,0.1,0.29,0.19,0.24,0.27,0.22,0.64,0.29,0.51,0.4,0.19,0.68,0.09,0.22,0.08,0.07,0.36,0.12,0.2,0.1,0.09,0.68,0.6,0.68,0.49,0.67
12780,0.47,0.53,0.43,0.65,0.42,0.61,0.44,0.38,0.59,0.67,0.51,0.54,0.61,0.67,0.72,0.6,0.64,0.46,0.57,0.61,0.63,0.65,0.58,0.66,0.36,0.68,0.6,0.56,0.1,0.14,0.1,0.07,0.14
12781,0.57,0.49,0.38,0.61,0.5,0.66,0.67,0.66,0.55,0.68,0.66,0.65,0.72,0.62,0.73,0.54,0.55,0.62,0.64,0.64,0.55,0.36,0.61,0.57,0.53,0.55,0.47,0.3,0.12,0.09,0.07,0.1,0.14
12782,0.5,0.34,0.56,0.39,0.34,0.61,0.44,0.44,0.36,0.5,0.77,0.68,0.63,0.59,0.77,0.37,0.7,0.67,0.43,0.41,0.65,0.59,0.52,0.44,0.18,0.65,0.72,0.72,0.13,0.15,0.1,0.13,0.1
12783,0.58,0.48,0.62,0.57,0.38,0.57,0.35,0.34,0.53,0.52,0.91,0.9,0.72,0.49,0.65,0.42,0.57,0.73,0.74,0.44,0.57,0.55,0.44,0.42,0.41,0.53,0.62,0.57,0.14,0.08,0.13,0.15,0.11
12784,0.28,0.62,0.65,0.55,0.47,0.55,0.31,0.31,0.45,0.57,0.53,0.64,0.61,0.64,0.57,0.65,0.63,0.63,0.78,0.52,0.76,0.2,0.65,0.5,0.58,0.26,0.28,0.28,0.13,0.08,0.09,0.05,0.06
12785,0.58,0.22,0.6,0.58,0.27,0.57,0.36,0.27,0.46,0.61,0.64,0.63,0.63,0.63,0.65,0.42,0.67,0.65,0.84,0.24,0.68,0.6,0.3,0.35,0.55,0.65,0.65,0.62,0.08,0.15,0.09,0.06,0.14
12786,0.26,0.2,0.59,0.37,0.31,0.35,0.27,0.27,0.29,0.37,0.63,0.56,0.64,0.61,0.64,0.41,0.7,0.6,0.63,0.18,0.63,0.59,0.24,0.3,0.35,0.66,0.7,0.65,0.05,0.1,0.14,0.15,0.14
12787,0.63,0.39,0.59,0.55,0.36,0.6,0.47,0.34,0.48,0.57,0.65,0.66,0.58,0.59,0.6,0.45,0.62,0.66,0.62,0.44,0.6,0.6,0.58,0.46,0.36,0.58,0.66,0.67,0.12,0.11,0.1,0.12,0.06
12788,0.13,0.09,0.12,0.17,0.09,0.11,0.11,0.12,0.18,0.12,0.35,0.41,0.24,0.5,0.35,0.45,0.45,0.27,0.64,0.06,0.16,0.11,0.07,0.52,0.1,0.05,0.1,0.12,0.64,0.65,0.6,0.63,0.65
12789,0.24,0.21,0.7,0.32,0.3,0.28,0.23,0.24,0.25,0.31,0.5,0.58,0.42,0.46,0.51,0.41,0.68,0.73,0.88,0.22,0.45,0.55,0.22,0.27,0.4,0.69,0.67,0.66,0.07,0.06,0.07,0.07,0.15
12790,0.29,0.23,0.64,0.6,0.21,0.35,0.26,0.21,0.29,0.57,0.62,0.53,0.34,0.54,0.53,0.35,0.76,0.55,0.75,0.16,0.57,0.56,0.28,0.34,0.37,0.59,0.64,0.59,0.06,0.14,0.09,0.08,0.15
12791,0.56,0.38,0.49,0.57,0.33,0.6,0.37,0.34,0.41,0.54,0.76,0.74,0.7,0.61,0.68,0.62,0.52,0.72,0.61,0.41,0.72,0.58,0.55,0.42,0.47,0.6,0.64,0.61,0.11,0.05,0.12,0.14,0.11
12792,0.51,0.6,0.66,0.48,0.44,0.57,0.47,0.39,0.23,0.51,0.77,0.75,0.69,0.65,0.53,0.73,0.8,0.68,0.75,0.46,0.68,0.19,0.61,0.47,0.56,0.22,0.24,0.2,0.05,0.12,0.13,0.08,0.07
12793,0.15,0.15,0.67,0.36,0.12,0.27,0.15,0.14,0.29,0.34,0.49,0.52,0.59,0.61,0.4,0.21,0.8,0.61,0.81,0.12,0.5,0.64,0.3,0.33,0.15,0.63,0.64,0.62,0.06,0.1,0.11,0.14,0.06
12794,0.39,0.33,0.66,0.52,0.23,0.32,0.29,0.18,0.49,0.48,0.39,0.38,0.31,0.58,0.29,0.57,0.31,0.63,0.87,0.3,0.69,0.62,0.35,0.46,0.27,0.55,0.63,0.6,0.13,0.16,0.11,0.1,0.12
12795,0.37,0.63,0.63,0.54,0.54,0.62,0.54,0.52,0.44,0.62,0.59,0.64,0.66,0.57,0.64,0.66,0.55,0.61,0.8,0.59,0.45,0.2,0.61,0.45,0.48,0.21,0.18,0.18,0.12,0.08,0.15,0.08,0.07
12796,0.61,0.51,0.53,0.63,0.53,0.56,0.62,0.58,0.6,0.6,0.68,0.6,0.69,0.62,0.79,0.63,0.79,0.75,0.66,0.6,0.59,0.61,0.56,0.66,0.41,0.63,0.6,0.6,0.07,0.12,0.07,0.09,0.13
12797,0.59,0.28,0.57,0.58,0.31,0.51,0.34,0.37,0.55,0.55,0.6,0.83,0.62,0.6,0.55,0.6,0.57,0.74,0.75,0.4,0.6,0.61,0.39,0.41,0.37,0.6,0.63,0.61,0.15,0.14,0.15,0.13,0.14
12798,0.26,0.29,0.63,0.48,0.3,0.39,0.25,0.27,0.55,0.42,0.68,0.67,0.41,0.51,0.58,0.45,0.84,0.68,0.78,0.27,0.85,0.57,0.3,0.37,0.36,0.54,0.59,0.61,0.14,0.16,0.3,0.14,0.14
12799,0.59,0.56,0.55,0.63,0.61,0.61,0.64,0.53,0.61,0.61,0.71,0.7,0.71,0.59,0.73,0.65,0.69,0.71,0.62,0.65,0.71,0.61,0.61,0.61,0.37,0.53,0.62,0.6,0.1,0.09,0.12,0.09,0.15
12800,0.54,0.61,0.42,0.63,0.57,0.67,0.64,0.52,0.54,0.64,0.82,0.79,0.76,0.59,0.71,0.67,0.7,0.68,0.62,0.62,0.33,0.32,0.61,0.57,0.52,0.24,0.37,0.42,0.15,0.14,0.08,0.06,0.1
12801,0.57,0.33,0.6,0.68,0.28,0.59,0.34,0.53,0.62,0.59,0.68,0.73,0.82,0.62,0.61,0.54,0.67,0.79,0.65,0.65,0.6,0.55,0.63,0.65,0.45,0.51,0.48,0.44,0.08,0.15,0.11,0.07,0.13
12802,0.42,0.43,0.6,0.59,0.52,0.39,0.39,0.44,0.49,0.54,0.73,0.65,0.65,0.64,0.67,0.65,0.61,0.79,0.76,0.54,0.74,0.66,0.49,0.58,0.46,0.53,0.62,0.54,0.14,0.09,0.08,0.1,0.08
12803,0.57,0.48,0.55,0.56,0.46,0.53,0.64,0.32,0.54,0.55,0.71,0.78,0.66,0.65,0.63,0.63,0.73,0.84,0.77,0.54,0.64,0.62,0.46,0.44,0.37,0.62,0.65,0.62,0.08,0.09,0.15,0.15,0.12
12804,0.38,0.6,0.62,0.58,0.54,0.59,0.58,0.46,0.45,0.61,0.77,0.68,0.73,0.55,0.69,0.67,0.69,0.73,0.79,0.63,0.61,0.41,0.58,0.52,0.54,0.38,0.36,0.4,0.08,0.11,0.15,0.11,0.14
12805,0.13,0.1,0.14,0.22,0.17,0.11,0.16,0.12,0.17,0.22,0.49,0.49,0.3,0.62,0.66,0.39,0.57,0.35,0.53,0.13,0.19,0.17,0.15,0.13,0.21,0.21,0.2,0.13,0.64,0.58,0.52,0.63,0.66
12806,0.15,0.15,0.2,0.23,0.14,0.19,0.17,0.12,0.2,0.13,0.44,0.42,0.35,0.57,0.56,0.43,0.55,0.38,0.64,0.15,0.25,0.2,0.12,0.34,0.24,0.18,0.15,0.15,0.63,0.64,0.57,0.61,0.65
12807,0.63,0.53,0.55,0.67,0.58,0.63,0.67,0.7,0.59,0.62,0.73,0.74,0.58,0.58,0.63,0.66,0.59,0.71,0.68,0.54,0.67,0.59,0.63,0.62,0.6,0.42,0.58,0.55,0.11,0.11,0.07,0.08,0.06
12808,0.13,0.11,0.13,0.18,0.08,0.12,0.13,0.14,0.16,0.17,0.31,0.32,0.3,0.52,0.52,0.43,0.58,0.38,0.61,0.09,0.28,0.13,0.1,0.39,0.23,0.21,0.12,0.13,0.66,0.6,0.57,0.62,0.65
12809,0.29,0.23,0.66,0.42,0.27,0.36,0.24,0.22,0.3,0.42,0.47,0.52,0.33,0.6,0.32,0.4,0.53,0.6,0.83,0.19,0.63,0.56,0.24,0.24,0.35,0.63,0.63,0.6,0.09,0.06,0.08,0.12,0.11
12810,0.48,0.55,0.41,0.65,0.5,0.59,0.58,0.62,0.61,0.65,0.64,0.63,0.72,0.57,0.82,0.58,0.59,0.75,0.53,0.65,0.63,0.59,0.61,0.67,0.53,0.45,0.36,0.35,0.06,0.1,0.15,0.11,0.15
12811,0.63,0.6,0.52,0.6,0.56,0.62,0.53,0.5,0.52,0.62,0.78,0.77,0.77,0.58,0.66,0.59,0.48,0.73,0.71,0.58,0.56,0.59,0.66,0.53,0.55,0.55,0.6,0.59,0.11,0.14,0.14,0.12,0.08
12812,0.53,0.37,0.51,0.65,0.42,0.58,0.52,0.42,0.72,0.66,0.46,0.6,0.49,0.59,0.74,0.67,0.54,0.71,0.74,0.57,0.62,0.66,0.38,0.61,0.56,0.58,0.58,0.62,0.08,0.1,0.14,0.12,0.12
12813,0.32,0.33,0.63,0.41,0.25,0.49,0.32,0.28,0.29,0.46,0.55,0.66,0.57,0.56,0.62,0.28,0.72,0.61,0.76,0.25,0.59,0.61,0.39,0.37,0.38,0.6,0.65,0.64,0.13,0.06,0.14,0.09,0.09
12814,0.24,0.24,0.57,0.35,0.27,0.27,0.23,0.28,0.32,0.44,0.57,0.48,0.38,0.65,0.49,0.36,0.7,0.58,0.8,0.24,0.63,0.57,0.25,0.29,0.35,0.65,0.65,0.63,0.12,0.1,0.07,0.07,0.14
12815,0.61,0.57,0.43,0.63,0.52,0.67,0.5,0.43,0.56,0.65,0.73,0.66,0.56,0.53,0.66,0.64,0.35,0.77,0.57,0.53,0.35,0.26,0.57,0.49,0.63,0.37,0.35,0.33,0.16,0.08,0.16,0.1,0.11
12816,0.14,0.15,0.12,0.22,0.17,0.15,0.14,0.13,0.25,0.18,0.27,0.31,0.25,0.46,0.29,0.44,0.51,0.26,0.57,0.15,0.22,0.12,0.17,0.29,0.19,0.17,0.12,0.13,0.62,0.64,0.59,0.61,0.7
12817,0.29,0.24,0.67,0.56,0.23,0.38,0.24,0.26,0.33,0.43,0.65,0.68,0.6,0.52,0.67,0.39,0.76,0.69,0.69,0.21,0.63,0.59,0.27,0.25,0.31,0.61,0.65,0.62,0.08,0.12,0.13,0.07,0.06
12818,0.37,0.34,0.63,0.5,0.46,0.47,0.46,0.42,0.48,0.53,0.5,0.51,0.45,0.55,0.57,0.5,0.66,0.59,0.7,0.39,0.62,0.61,0.3,0.35,0.4,0.6,0.67,0.65,0.08,0.08,0.09,0.15,0.06
12819,0.23,0.23,0.56,0.32,0.26,0.25,0.29,0.26,0.25,0.25,0.64,0.66,0.52,0.54,0.64,0.38,0.76,0.59,0.69,0.22,0.68,0.61,0.22,0.33,0.31,0.65,0.69,0.68,0.14,0.07,0.15,0.08,0.05
12820,0.58,0.54,0.57,0.62,0.57,0.65,0.6,0.57,0.53,0.61,0.78,0.77,0.77,0.57,0.77,0.63,0.6,0.64,0.6,0.57,0.6,0.42,0.59,0.56,0.57,0.44,0.49,0.42,0.12,0.1,0.07,0.07,0.09
12821,0.54,0.32,0.51,0.62,0.36,0.63,0.53,0.38,0.48,0.56,0.66,0.68,0.68,0.59,0.85,0.58,0.68,0.74,0.6,0.49,0.66,0.66,0.55,0.51,0.51,0.61,0.6,0.59,0.1,0.07,0.12,0.07,0.13
12822,0.52,0.62,0.52,0.62,0.45,0.61,0.46,0.32,0.58,0.65,0.64,0.69,0.59,0.62,0.71,0.59,0.63,0.73,0.69,0.55,0.84,0.55,0.63,0.57,0.39,0.56,0.56,0.51,0.11,0.05,0.09,0.08,0.09
12823,0.65,0.39,0.6,0.62,0.33,0.63,0.45,0.54,0.52,0.55,0.7,0.75,0.67,0.53,0.66,0.59,0.72,0.73,0.7,0.36,0.62,0.56,0.53,0.41,0.36,0.61,0.63,0.58,0.06,0.14,0.08,0.13,0.09
12824,0.59,0.36,0.64,0.66,0.31,0.58,0.33,0.31,0.61,0.56,0.66,0.56,0.56,0.68,0.6,0.57,0.65,0.67,0.72,0.48,0.66,0.59,0.41,0.4,0.37,0.58,0.64,0.54,0.08,0.07,0.08,0.09,0.09
12825,0.29,0.25,0.64,0.53,0.23,0.3,0.26,0.21,0.33,0.56,0.58,0.55,0.52,0.55,0.62,0.38,0.8,0.52,0.67,0.22,0.58,0.64,0.3,0.39,0.4,0.59,0.65,0.63,0.08,0.05,0.07,0.12,0.08
12826,0.61,0.44,0.56,0.59,0.23,0.57,0.49,0.32,0.47,0.63,0.73,0.72,0.69,0.55,0.65,0.21,0.64,0.71,0.69,0.21,0.45,0.63,0.43,0.36,0.31,0.58,0.59,0.61,0.11,0.15,0.1,0.07,0.13
12827,0.4,0.42,0.58,0.55,0.28,0.59,0.38,0.33,0.51,0.49,0.63,0.61,0.52,0.59,0.55,0.48,0.64,0.66,0.7,0.31,0.72,0.57,0.51,0.39,0.48,0.63,0.66,0.62,0.1,0.09,0.11,0.06,0.07
12828,0.1,0.11,0.11,0.25,0.2,0.17,0.16,0.11,0.21,0.24,0.43,0.42,0.38,0.57,0.47,0.43,0.63,0.33,0.62,0.17,0.24,0.15,0.09,0.29,0.36,0.12,0.13,0.12,0.66,0.61,0.57,0.55,0.68
12829,0.61,0.43,0.63,0.61,0.51,0.56,0.53,0.14,0.57,0.53,0.55,0.62,0.61,0.54,0.59,0.61,0.61,0.67,0.68,0.53,0.66,0.57,0.26,0.53,0.34,0.64,0.62,0.64,0.08,0.16,0.1,0.1,0.15
12830,0.33,0.26,0.65,0.54,0.24,0.46,0.22,0.22,0.55,0.5,0.74,0.76,0.54,0.54,0.33,0.43,0.8,0.68,0.77,0.31,0.6,0.54,0.19,0.21,0.32,0.6,0.63,0.62,0.07,0.07,0.16,0.09,0.13
12831,0.29,0.37,0.65,0.44,0.36,0.37,0.36,0.28,0.39,0.41,0.5,0.47,0.55,0.59,0.37,0.41,0.71,0.69,0.76,0.33,0.64,0.64,0.36,0.28,0.4,0.59,0.62,0.62,0.12,0.08,0.06,0.08,0.16
12832,0.6,0.57,0.62,0.6,0.43,0.61,0.49,0.57,0.56,0.6,0.81,0.78,0.66,0.58,0.66,0.62,0.72,0.58,0.62,0.47,0.48,0.58,0.59,0.58,0.58,0.6,0.62,0.61,0.16,0.08,0.09,0.12,0.15
12833,0.46,0.19,0.57,0.56,0.28,0.41,0.44,0.33,0.53,0.54,0.67,0.64,0.7,0.65,0.7,0.35,0.82,0.61,0.73,0.24,0.58,0.61,0.39,0.47,0.37,0.63,0.61,0.63,0.12,0.08,0.08,0.08,0.16
12834,0.35,0.18,0.61,0.49,0.18,0.38,0.31,0.24,0.43,0.45,0.56,0.38,0.64,0.59,0.44,0.35,0.8,0.72,0.81,0.22,0.64,0.54,0.15,0.44,0.37,0.56,0.64,0.69,0.08,0.09,0.06,0.07,0.1
12835,0.52,0.58,0.51,0.67,0.52,0.62,0.57,0.43,0.63,0.64,0.74,0.74,0.78,0.61,0.84,0.57,0.83,0.71,0.67,0.5,0.61,0.55,0.62,0.64,0.51,0.45,0.51,0.47,0.14,0.15,0.09,0.06,0.1
12836,0.1,0.14,0.09,0.22,0.14,0.11,0.11,0.13,0.33,0.18,0.44,0.31,0.32,0.54,0.54,0.5,0.54,0.32,0.67,0.15,0.43,0.22,0.13,0.6,0.17,0.16,0.15,0.09,0.61,0.61,0.66,0.65,0.64
12837,0.57,0.56,0.55,0.62,0.43,0.65,0.63,0.55,0.64,0.66,0.7,0.68,0.72,0.5,0.74,0.62,0.69,0.72,0.52,0.53,0.5,0.56,0.56,0.62,0.48,0.5,0.56,0.59,0.06,0.06,0.06,0.13,0.16
12838,0.25,0.18,0.13,0.24,0.24,0.13,0.25,0.22,0.21,0.13,0.36,0.37,0.32,0.53,0.38,0.42,0.61,0.36,0.48,0.12,0.28,0.17,0.13,0.32,0.23,0.12,0.2,0.16,0.61,0.67,0.56,0.6,0.66
12839,0.29,0.23,0.66,0.45,0.25,0.41,0.31,0.27,0.47,0.43,0.51,0.43,0.56,0.57,0.53,0.34,0.73,0.7,0.8,0.22,0.68,0.58,0.33,0.38,0.36,0.6,0.62,0.61,0.09,0.08,0.07,0.07,0.08
12840,0.13,0.05,0.13,0.25,0.06,0.1,0.19,0.12,0.32,0.27,0.57,0.53,0.55,0.53,0.47,0.49,0.54,0.24,0.64,0.19,0.23,0.23,0.13,0.33,0.31,0.16,0.12,0.15,0.63,0.64,0.65,0.62,0.64
12841,0.49,0.46,0.57,0.59,0.55,0.53,0.56,0.43,0.55,0.62,0.38,0.51,0.44,0.62,0.51,0.69,0.53,0.7,0.79,0.57,0.69,0.61,0.52,0.54,0.46,0.62,0.62,0.63,0.1,0.13,0.1,0.11,0.16
12842,0.59,0.54,0.52,0.47,0.51,0.64,0.57,0.45,0.49,0.64,0.88,0.82,0.92,0.58,0.91,0.62,0.55,0.72,0.59,0.54,0.54,0.18,0.59,0.52,0.52,0.32,0.38,0.31,0.15,0.11,0.09,0.09,0.16
12843,0.55,0.53,0.44,0.62,0.52,0.62,0.57,0.58,0.55,0.63,0.76,0.73,0.78,0.58,0.77,0.57,0.48,0.69,0.48,0.57,0.6,0.5,0.57,0.67,0.53,0.38,0.52,0.47,0.07,0.11,0.07,0.12,0.14
12844,0.12,0.09,0.1,0.35,0.13,0.11,0.09,0.09,0.34,0.13,0.63,0.57,0.44,0.58,0.43,0.44,0.44,0.23,0.64,0.13,0.13,0.17,0.14,0.67,0.24,0.16,0.13,0.12,0.65,0.62,0.59,0.62,0.64
12845,0.47,0.65,0.62,0.55,0.55,0.63,0.54,0.38,0.52,0.61,0.74,0.67,0.63,0.54,0.62,0.65,0.72,0.69,0.69,0.57,0.56,0.36,0.59,0.52,0.63,0.29,0.48,0.42,0.1,0.08,0.13,0.08,0.09
12846,0.61,0.66,0.55,0.63,0.61,0.61,0.4,0.37,0.59,0.56,0.74,0.71,0.7,0.56,0.61,0.68,0.72,0.54,0.56,0.6,0.41,0.4,0.61,0.64,0.62,0.35,0.33,0.28,0.13,0.13,0.11,0.1,0.08
12847,0.18,0.12,0.16,0.33,0.14,0.26,0.12,0.12,0.23,0.29,0.55,0.55,0.55,0.58,0.58,0.43,0.68,0.3,0.65,0.14,0.17,0.18,0.16,0.24,0.24,0.11,0.11,0.16,0.63,0.62,0.57,0.61,0.66
12848,0.62,0.53,0.52,0.62,0.44,0.59,0.57,0.58,0.61,0.61,0.7,0.75,0.69,0.55,0.69,0.68,0.52,0.75,0.76,0.58,0.58,0.54,0.61,0.59,0.53,0.27,0.54,0.52,0.1,0.08,0.14,0.08,0.14
12849,0.58,0.57,0.38,0.57,0.37,0.67,0.48,0.39,0.56,0.66,0.69,0.73,0.72,0.52,0.87,0.45,0.58,0.57,0.36,0.54,0.34,0.21,0.57,0.62,0.46,0.36,0.28,0.29,0.07,0.14,0.11,0.1,0.15
12850,0.61,0.23,0.55,0.59,0.33,0.54,0.49,0.38,0.49,0.53,0.72,0.66,0.58,0.52,0.7,0.54,0.76,0.78,0.66,0.29,0.68,0.63,0.38,0.39,0.41,0.62,0.6,0.64,0.15,0.12,0.07,0.07,0.11
12851,0.63,0.55,0.49,0.63,0.53,0.66,0.53,0.41,0.54,0.63,0.76,0.75,0.72,0.56,0.58,0.68,0.59,0.38,0.73,0.49,0.53,0.43,0.64,0.55,0.6,0.27,0.48,0.42,0.11,0.13,0.1,0.1,0.08
12852,0.15,0.16,0.17,0.21,0.12,0.13,0.2,0.18,0.19,0.24,0.47,0.42,0.51,0.51,0.59,0.45,0.5,0.33,0.63,0.12,0.23,0.25,0.08,0.52,0.23,0.14,0.13,0.19,0.64,0.61,0.6,0.65,0.65
12853,0.59,0.54,0.43,0.59,0.48,0.67,0.62,0.47,0.46,0.61,0.86,0.79,0.9,0.59,0.86,0.61,0.7,0.6,0.51,0.52,0.53,0.48,0.56,0.56,0.48,0.32,0.51,0.5,0.13,0.11,0.08,0.11,0.13
12854,0.58,0.29,0.61,0.52,0.29,0.59,0.33,0.34,0.51,0.62,0.67,0.72,0.69,0.63,0.73,0.53,0.79,0.76,0.61,0.37,0.68,0.6,0.45,0.4,0.42,0.54,0.62,0.62,0.15,0.1,0.15,0.09,0.15
12855,0.54,0.6,0.66,0.56,0.56,0.65,0.51,0.46,0.45,0.63,0.68,0.75,0.73,0.62,0.53,0.6,0.85,0.74,0.79,0.52,0.35,0.33,0.64,0.58,0.58,0.28,0.24,0.16,0.1,0.1,0.11,0.11,0.12
12856,0.62,0.44,0.54,0.62,0.39,0.61,0.33,0.46,0.64,0.63,0.72,0.72,0.59,0.62,0.65,0.62,0.67,0.63,0.69,0.57,0.67,0.59,0.58,0.55,0.45,0.58,0.6,0.58,0.07,0.1,0.07,0.1,0.12
12857,0.65,0.27,0.61,0.64,0.48,0.62,0.65,0.54,0.62,0.65,0.51,0.53,0.61,0.63,0.54,0.8,0.49,0.67,0.82,0.6,0.68,0.61,0.51,0.64,0.46,0.63,0.63,0.6,0.1,0.13,0.12,0.14,0.06
12858,0.63,0.24,0.55,0.54,0.29,0.56,0.37,0.31,0.61,0.59,0.91,0.8,0.79,0.61,0.71,0.34,0.64,0.65,0.67,0.37,0.62,0.65,0.6,0.57,0.38,0.6,0.64,0.6,0.1,0.15,0.06,0.09,0.15
12859,0.58,0.44,0.56,0.65,0.43,0.65,0.62,0.59,0.62,0.64,0.7,0.69,0.8,0.58,0.71,0.56,0.52,0.73,0.4,0.46,0.46,0.55,0.58,0.63,0.57,0.52,0.58,0.56,0.07,0.12,0.12,0.07,0.14
12860,0.22,0.21,0.63,0.46,0.18,0.25,0.21,0.35,0.4,0.46,0.43,0.49,0.36,0.54,0.34,0.39,0.83,0.6,0.82,0.25,0.62,0.58,0.22,0.36,0.2,0.6,0.62,0.6,0.14,0.11,0.14,0.1,0.1
12861,0.67,0.55,0.38,0.62,0.51,0.67,0.63,0.64,0.59,0.65,0.81,0.8,0.81,0.57,0.84,0.62,0.8,0.8,0.62,0.61,0.48,0.56,0.58,0.6,0.52,0.58,0.57,0.54,0.15,0.06,0.14,0.09,0.14
12862,0.57,0.49,0.39,0.62,0.57,0.65,0.62,0.53,0.57,0.66,0.81,0.67,0.84,0.57,0.81,0.65,0.7,0.76,0.57,0.56,0.68,0.57,0.53,0.59,0.48,0.5,0.51,0.45,0.07,0.15,0.13,0.1,0.06
12863,0.48,0.6,0.4,0.56,0.48,0.65,0.51,0.42,0.41,0.62,0.91,0.91,0.78,0.56,0.71,0.62,0.36,0.73,0.64,0.47,0.38,0.2,0.58,0.57,0.53,0.18,0.23,0.24,0.12,0.08,0.1,0.09,0.15
12864,0.62,0.52,0.66,0.62,0.42,0.56,0.33,0.25,0.57,0.6,0.31,0.43,0.33,0.59,0.36,0.62,0.32,0.6,0.9,0.28,0.68,0.56,0.63,0.61,0.35,0.58,0.6,0.59,0.15,0.14,0.12,0.14,0.14
12865,0.12,0.05,0.11,0.29,0.04,0.09,0.13,0.09,0.24,0.23,0.21,0.34,0.28,0.58,0.28,0.43,0.37,0.43,0.68,0.04,0.25,0.12,0.04,0.5,0.2,0.08,0.12,0.11,0.56,0.56,0.57,0.69,0.68
12866,0.27,0.63,0.65,0.54,0.54,0.56,0.38,0.32,0.27,0.63,0.56,0.54,0.59,0.54,0.56,0.68,0.69,0.61,0.83,0.6,0.26,0.15,0.6,0.43,0.6,0.3,0.13,0.18,0.14,0.08,0.12,0.15,0.15
12867,0.5,0.47,0.35,0.7,0.43,0.63,0.56,0.46,0.65,0.68,0.69,0.68,0.72,0.63,0.83,0.63,0.51,0.71,0.6,0.52,0.48,0.35,0.51,0.62,0.48,0.67,0.49,0.44,0.15,0.06,0.1,0.12,0.09
12868,0.38,0.22,0.64,0.6,0.37,0.3,0.32,0.25,0.58,0.36,0.6,0.54,0.57,0.61,0.55,0.47,0.76,0.63,0.73,0.24,0.62,0.57,0.3,0.3,0.46,0.6,0.66,0.63,0.13,0.09,0.08,0.15,0.14
12869,0.67,0.47,0.44,0.54,0.53,0.61,0.67,0.58,0.5,0.56,0.65,0.77,0.66,0.58,0.57,0.6,0.53,0.84,0.66,0.52,0.65,0.55,0.47,0.53,0.58,0.53,0.63,0.59,0.1,0.1,0.15,0.09,0.15
12870,0.48,0.28,0.64,0.67,0.43,0.38,0.36,0.3,0.62,0.41,0.51,0.64,0.36,0.61,0.43,0.49,0.7,0.61,0.81,0.41,0.62,0.55,0.4,0.42,0.36,0.61,0.61,0.6,0.11,0.15,0.07,0.06,0.12
12871,0.56,0.54,0.34,0.64,0.4,0.67,0.38,0.63,0.58,0.68,0.62,0.6,0.59,0.63,0.72,0.49,0.48,0.57,0.43,0.49,0.39,0.57,0.65,0.63,0.51,0.21,0.52,0.37,0.15,0.13,0.09,0.12,0.05
12872,0.67,0.34,0.52,0.63,0.41,0.59,0.63,0.56,0.65,0.64,0.67,0.66,0.7,0.57,0.71,0.61,0.67,0.8,0.61,0.55,0.63,0.58,0.56,0.68,0.61,0.47,0.52,0.49,0.13,0.07,0.14,0.09,0.06
